STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
KCK,H,1,RIV STG,20190206 1100,20190206 1100,30.94, ,FEET
KCK,H,1,RIV STG,20190206 1200,20190206 1200,30.92, ,FEET
KCK,H,1,RIV STG,20190206 1300,20190206 1300,30.87, ,FEET
KCK,H,1,RIV STG,20190206 1400,20190206 1400,30.85, ,FEET
KCK,H,1,RIV STG,20190206 1500,20190206 1500,30.84, ,FEET
KCK,H,1,RIV STG,20190206 1600,20190206 1600,30.84, ,FEET
KCK,H,1,RIV STG,20190206 1700,20190206 1700,30.83, ,FEET
KCK,H,1,RIV STG,20190206 1800,20190206 1800,30.82, ,FEET
KCK,H,1,RIV STG,20190206 1900,20190206 1900,30.79, ,FEET
KCK,H,1,RIV STG,20190206 2000,20190206 2000,30.77, ,FEET
KCK,H,1,RIV STG,20190206 2100,20190206 2100,30.76, ,FEET
KCK,H,1,RIV STG,20190206 2200,20190206 2200,30.74, ,FEET
KCK,H,1,RIV STG,20190206 2300,20190206 2300,30.72, ,FEET
KCK,H,1,RIV STG,20190207 0000,20190207 0000,30.71, ,FEET
KCK,H,1,RIV STG,20190207 0100,20190207 0100,30.69, ,FEET
KCK,H,1,RIV STG,20190207 0200,20190207 0200,30.69, ,FEET
KCK,H,1,RIV STG,20190207 0300,20190207 0300,30.67, ,FEET
KCK,H,1,RIV STG,20190207 0400,20190207 0400,30.66, ,FEET
KCK,H,1,RIV STG,20190207 0500,20190207 0500,30.64, ,FEET
KCK,H,1,RIV STG,20190207 0600,20190207 0600,30.62, ,FEET
KCK,H,1,RIV STG,20190207 0700,20190207 0700,30.61, ,FEET
KCK,H,1,RIV STG,20190207 0800,20190207 0800,30.60, ,FEET
KCK,H,1,RIV STG,20190207 0900,20190207 0900,30.45, ,FEET
KCK,H,1,RIV STG,20190207 1000,20190207 1000,30.42, ,FEET
KCK,H,1,RIV STG,20190207 1100,20190207 1100,30.41, ,FEET
KCK,H,1,RIV STG,20190207 1200,20190207 1200,30.41, ,FEET
KCK,H,1,RIV STG,20190207 1300,20190207 1300,30.39, ,FEET
KCK,H,1,RIV STG,20190207 1400,20190207 1400,30.39, ,FEET
KCK,H,1,RIV STG,20190207 1500,20190207 1500,30.37, ,FEET
KCK,H,1,RIV STG,20190207 1600,20190207 1600,30.36, ,FEET
KCK,H,1,RIV STG,20190207 1700,20190207 1700,30.35, ,FEET
KCK,H,1,RIV STG,20190207 1800,20190207 1800,30.34, ,FEET
KCK,H,1,RIV STG,20190207 1900,20190207 1900,30.32, ,FEET
KCK,H,1,RIV STG,20190207 2000,20190207 2000,30.33, ,FEET
KCK,H,1,RIV STG,20190207 2100,20190207 2100,30.30, ,FEET
KCK,H,1,RIV STG,20190207 2200,20190207 2200,30.31, ,FEET
KCK,H,1,RIV STG,20190207 2300,20190207 2300,30.28, ,FEET
KCK,H,1,RIV STG,20190208 0000,20190208 0000,30.30, ,FEET
KCK,H,1,RIV STG,20190208 0100,20190208 0100,30.29, ,FEET
KCK,H,1,RIV STG,20190208 0200,20190208 0200,30.31, ,FEET
KCK,H,1,RIV STG,20190208 0300,20190208 0300,30.37, ,FEET
KCK,H,1,RIV STG,20190208 0400,20190208 0400,30.36, ,FEET
KCK,H,1,RIV STG,20190208 0500,20190208 0500,30.36, ,FEET
KCK,H,1,RIV STG,20190208 0600,20190208 0600,30.22, ,FEET
KCK,H,1,RIV STG,20190208 0700,20190208 0700,30.21, ,FEET
KCK,H,1,RIV STG,20190208 0800,20190208 0800,30.21, ,FEET
KCK,H,1,RIV STG,20190208 0900,20190208 0900,30.20, ,FEET
KCK,H,1,RIV STG,20190208 1000,20190208 1000,30.18, ,FEET
KCK,H,1,RIV STG,20190208 1100,20190208 1100,30.18, ,FEET
KCK,H,1,RIV STG,20190208 1200,20190208 1200,30.17, ,FEET
KCK,H,1,RIV STG,20190208 1300,20190208 1300,30.14, ,FEET
KCK,H,1,RIV STG,20190208 1400,20190208 1400,30.13, ,FEET
KCK,H,1,RIV STG,20190208 1500,20190208 1500,30.12, ,FEET
KCK,H,1,RIV STG,20190208 1600,20190208 1600,30.13, ,FEET
KCK,H,1,RIV STG,20190208 1700,20190208 1700,30.13, ,FEET
KCK,H,1,RIV STG,20190208 1800,20190208 1800,30.18, ,FEET
KCK,H,1,RIV STG,20190208 1900,20190208 1900,30.13, ,FEET
KCK,H,1,RIV STG,20190208 2000,20190208 2000,30.12, ,FEET
KCK,H,1,RIV STG,20190208 2100,20190208 2100,30.12, ,FEET
KCK,H,1,RIV STG,20190208 2200,20190208 2200,30.12, ,FEET
KCK,H,1,RIV STG,20190208 2300,20190208 2300,30.13, ,FEET
KCK,H,1,RIV STG,20190209 0000,20190209 0000,30.13, ,FEET
KCK,H,1,RIV STG,20190209 0100,20190209 0100,30.14, ,FEET
KCK,H,1,RIV STG,20190209 0200,20190209 0200,30.16, ,FEET
KCK,H,1,RIV STG,20190209 0300,20190209 0300,30.20, ,FEET
KCK,H,1,RIV STG,20190209 0400,20190209 0400,30.19, ,FEET
KCK,H,1,RIV STG,20190209 0500,20190209 0500,30.23, ,FEET
KCK,H,1,RIV STG,20190209 0600,20190209 0600,30.24, ,FEET
KCK,H,1,RIV STG,20190209 0700,20190209 0700,30.16, ,FEET
KCK,H,1,RIV STG,20190209 0800,20190209 0800,30.19, ,FEET
KCK,H,1,RIV STG,20190209 0900,20190209 0900,30.08, ,FEET
KCK,H,1,RIV STG,20190209 1000,20190209 1000,30.10, ,FEET
KCK,H,1,RIV STG,20190209 1100,20190209 1100,30.09, ,FEET
KCK,H,1,RIV STG,20190209 1200,20190209 1200,30.10, ,FEET
KCK,H,1,RIV STG,20190209 1300,20190209 1300,30.14, ,FEET
KCK,H,1,RIV STG,20190209 1400,20190209 1400,30.13, ,FEET
KCK,H,1,RIV STG,20190209 1500,20190209 1500,30.15, ,FEET
KCK,H,1,RIV STG,20190209 1600,20190209 1600,30.18, ,FEET
KCK,H,1,RIV STG,20190209 1700,20190209 1700,30.22, ,FEET
KCK,H,1,RIV STG,20190209 1800,20190209 1800,30.31, ,FEET
KCK,H,1,RIV STG,20190209 1900,20190209 1900,30.44, ,FEET
KCK,H,1,RIV STG,20190209 2000,20190209 2000,30.73, ,FEET
KCK,H,1,RIV STG,20190209 2100,20190209 2100,31.20, ,FEET
KCK,H,1,RIV STG,20190209 2200,20190209 2200,31.36, ,FEET
KCK,H,1,RIV STG,20190209 2300,20190209 2300,31.52, ,FEET
KCK,H,1,RIV STG,20190210 0000,20190210 0000,31.60, ,FEET
KCK,H,1,RIV STG,20190210 0100,20190210 0100,31.61, ,FEET
KCK,H,1,RIV STG,20190210 0200,20190210 0200,31.48, ,FEET
KCK,H,1,RIV STG,20190210 0300,20190210 0300,31.36, ,FEET
KCK,H,1,RIV STG,20190210 0400,20190210 0400,31.24, ,FEET
KCK,H,1,RIV STG,20190210 0500,20190210 0500,31.15, ,FEET
KCK,H,1,RIV STG,20190210 0600,20190210 0600,31.07, ,FEET
KCK,H,1,RIV STG,20190210 0700,20190210 0700,30.98, ,FEET
KCK,H,1,RIV STG,20190210 0800,20190210 0800,30.92, ,FEET
KCK,H,1,RIV STG,20190210 0900,20190210 0900,30.86, ,FEET
KCK,H,1,RIV STG,20190210 1000,20190210 1000,30.80, ,FEET
KCK,H,1,RIV STG,20190210 1100,20190210 1100,30.75, ,FEET
KCK,H,1,RIV STG,20190210 1200,20190210 1200,30.71, ,FEET
KCK,H,1,RIV STG,20190210 1300,20190210 1300,30.66, ,FEET
KCK,H,1,RIV STG,20190210 1400,20190210 1400,30.62, ,FEET
KCK,H,1,RIV STG,20190210 1500,20190210 1500,30.60, ,FEET
KCK,H,1,RIV STG,20190210 1600,20190210 1600,30.56, ,FEET
KCK,H,1,RIV STG,20190210 1700,20190210 1700,30.55, ,FEET
KCK,H,1,RIV STG,20190210 1800,20190210 1800,30.52, ,FEET
KCK,H,1,RIV STG,20190210 1900,20190210 1900,30.50, ,FEET
KCK,H,1,RIV STG,20190210 2000,20190210 2000,30.49, ,FEET
KCK,H,1,RIV STG,20190210 2100,20190210 2100,30.46, ,FEET
KCK,H,1,RIV STG,20190210 2200,20190210 2200,30.45, ,FEET
KCK,H,1,RIV STG,20190210 2300,20190210 2300,30.44, ,FEET
KCK,H,1,RIV STG,20190211 0000,20190211 0000,30.41, ,FEET
KCK,H,1,RIV STG,20190211 0100,20190211 0100,30.40, ,FEET
KCK,H,1,RIV STG,20190211 0200,20190211 0200,30.37, ,FEET
KCK,H,1,RIV STG,20190211 0300,20190211 0300,30.36, ,FEET
KCK,H,1,RIV STG,20190211 0400,20190211 0400,30.34, ,FEET
KCK,H,1,RIV STG,20190211 0500,20190211 0500,30.33, ,FEET
KCK,H,1,RIV STG,20190211 0600,20190211 0600,30.32, ,FEET
KCK,H,1,RIV STG,20190211 0700,20190211 0700,30.30, ,FEET
KCK,H,1,RIV STG,20190211 0800,20190211 0800,30.29, ,FEET
KCK,H,1,RIV STG,20190211 0900,20190211 0900,30.27, ,FEET
KCK,H,1,RIV STG,20190211 1000,20190211 1000,30.26, ,FEET
KCK,H,1,RIV STG,20190211 1100,20190211 1100,30.25, ,FEET
KCK,H,1,RIV STG,20190211 1200,20190211 1200,30.24, ,FEET
KCK,H,1,RIV STG,20190211 1300,20190211 1300,30.24, ,FEET
KCK,H,1,RIV STG,20190211 1400,20190211 1400,30.23, ,FEET
KCK,H,1,RIV STG,20190211 1500,20190211 1500,30.21, ,FEET
KCK,H,1,RIV STG,20190211 1600,20190211 1600,30.20, ,FEET
KCK,H,1,RIV STG,20190211 1700,20190211 1700,30.19, ,FEET
KCK,H,1,RIV STG,20190211 1800,20190211 1800,30.19, ,FEET
KCK,H,1,RIV STG,20190211 1900,20190211 1900,30.18, ,FEET
KCK,H,1,RIV STG,20190211 2000,20190211 2000,30.18, ,FEET
KCK,H,1,RIV STG,20190211 2100,20190211 2100,30.16, ,FEET
KCK,H,1,RIV STG,20190211 2200,20190211 2200,30.16, ,FEET
KCK,H,1,RIV STG,20190211 2300,20190211 2300,30.16, ,FEET
KCK,H,1,RIV STG,20190212 0000,20190212 0000,30.15, ,FEET
KCK,H,1,RIV STG,20190212 0100,20190212 0100,30.14, ,FEET
KCK,H,1,RIV STG,20190212 0200,20190212 0200,30.13, ,FEET
KCK,H,1,RIV STG,20190212 0300,20190212 0300,30.13, ,FEET
KCK,H,1,RIV STG,20190212 0400,20190212 0400,30.12, ,FEET
KCK,H,1,RIV STG,20190212 0500,20190212 0500,30.12, ,FEET
KCK,H,1,RIV STG,20190212 0600,20190212 0600,30.11, ,FEET
KCK,H,1,RIV STG,20190212 0700,20190212 0700,30.12, ,FEET
KCK,H,1,RIV STG,20190212 0800,20190212 0800,30.10, ,FEET
KCK,H,1,RIV STG,20190212 0900,20190212 0900,30.09, ,FEET
KCK,H,1,RIV STG,20190212 1000,20190212 1000,30.09, ,FEET
KCK,H,1,RIV STG,20190212 1100,20190212 1100,30.08, ,FEET
KCK,H,1,RIV STG,20190212 1200,20190212 1200,30.08, ,FEET
KCK,H,1,RIV STG,20190212 1300,20190212 1300,30.07, ,FEET
KCK,H,1,RIV STG,20190212 1400,20190212 1400,30.07, ,FEET
KCK,H,1,RIV STG,20190212 1500,20190212 1500,30.07, ,FEET
KCK,H,1,RIV STG,20190212 1600,20190212 1600,30.06, ,FEET
KCK,H,1,RIV STG,20190212 1700,20190212 1700,30.05, ,FEET
KCK,H,1,RIV STG,20190212 1800,20190212 1800,30.04, ,FEET
KCK,H,1,RIV STG,20190212 1900,20190212 1900,30.04, ,FEET
KCK,H,1,RIV STG,20190212 2000,20190212 2000,30.06, ,FEET
KCK,H,1,RIV STG,20190212 2100,20190212 2100,30.09, ,FEET
KCK,H,1,RIV STG,20190212 2200,20190212 2200,30.14, ,FEET
KCK,H,1,RIV STG,20190212 2300,20190212 2300,30.19, ,FEET
KCK,H,1,RIV STG,20190213 0000,20190213 0000,30.32, ,FEET
KCK,H,1,RIV STG,20190213 0100,20190213 0100,30.62, ,FEET
KCK,H,1,RIV STG,20190213 0200,20190213 0200,30.99, ,FEET
KCK,H,1,RIV STG,20190213 0300,20190213 0300,31.49, ,FEET
KCK,H,1,RIV STG,20190213 0400,20190213 0400,32.36, ,FEET
KCK,H,1,RIV STG,20190213 0500,20190213 0500,33.96, ,FEET
KCK,H,1,RIV STG,20190213 0600,20190213 0600,35.62, ,FEET
KCK,H,1,RIV STG,20190213 0700,20190213 0700,37.42, ,FEET
KCK,H,1,RIV STG,20190213 0800,20190213 0800,39.06, ,FEET
KCK,H,1,RIV STG,20190213 0900,20190213 0900,39.84, ,FEET
KCK,H,1,RIV STG,20190213 1000,20190213 1000,39.81, ,FEET
KCK,H,1,RIV STG,20190213 1100,20190213 1100,39.20, ,FEET
KCK,H,1,RIV STG,20190213 1200,20190213 1200,38.08, ,FEET
KCK,H,1,RIV STG,20190213 1300,20190213 1300,37.14, ,FEET
KCK,H,1,RIV STG,20190213 1400,20190213 1400,36.62, ,FEET
KCK,H,1,RIV STG,20190213 1500,20190213 1500,36.32, ,FEET
KCK,H,1,RIV STG,20190213 1600,20190213 1600,36.21, ,FEET
KCK,H,1,RIV STG,20190213 1700,20190213 1700,36.14, ,FEET
KCK,H,1,RIV STG,20190213 1800,20190213 1800,36.07, ,FEET
KCK,H,1,RIV STG,20190213 1900,20190213 1900,35.95, ,FEET
KCK,H,1,RIV STG,20190213 2000,20190213 2000,36.12, ,FEET
KCK,H,1,RIV STG,20190213 2100,20190213 2100,36.78, ,FEET
KCK,H,1,RIV STG,20190213 2200,20190213 2200,37.75, ,FEET
KCK,H,1,RIV STG,20190213 2300,20190213 2300,38.70, ,FEET
KCK,H,1,RIV STG,20190214 0000,20190214 0000,39.05, ,FEET
KCK,H,1,RIV STG,20190214 0100,20190214 0100,39.69, ,FEET
KCK,H,1,RIV STG,20190214 0200,20190214 0200,40.87, ,FEET
KCK,H,1,RIV STG,20190214 0300,20190214 0300,42.84, ,FEET
KCK,H,1,RIV STG,20190214 0400,20190214 0400,44.32, ,FEET
KCK,H,1,RIV STG,20190214 0500,20190214 0500,45.35, ,FEET
KCK,H,1,RIV STG,20190214 0600,20190214 0600,45.77, ,FEET
KCK,H,1,RIV STG,20190214 0700,20190214 0700,45.95, ,FEET
KCK,H,1,RIV STG,20190214 0800,20190214 0800,45.62, ,FEET
KCK,H,1,RIV STG,20190214 0900,20190214 0900,44.87, ,FEET
KCK,H,1,RIV STG,20190214 1000,20190214 1000,43.70, ,FEET
KCK,H,1,RIV STG,20190214 1100,20190214 1100,42.11, ,FEET
KCK,H,1,RIV STG,20190214 1200,20190214 1200,40.61, ,FEET
KCK,H,1,RIV STG,20190214 1300,20190214 1300,39.43, ,FEET
KCK,H,1,RIV STG,20190214 1400,20190214 1400,38.77, ,FEET
KCK,H,1,RIV STG,20190214 1500,20190214 1500,38.20, ,FEET
KCK,H,1,RIV STG,20190214 1600,20190214 1600,37.57, ,FEET
KCK,H,1,RIV STG,20190214 1700,20190214 1700,36.97, ,FEET
KCK,H,1,RIV STG,20190214 1800,20190214 1800,36.45, ,FEET
KCK,H,1,RIV STG,20190214 1900,20190214 1900,36.03, ,FEET
KCK,H,1,RIV STG,20190214 2000,20190214 2000,35.77, ,FEET
KCK,H,1,RIV STG,20190214 2100,20190214 2100,35.62, ,FEET
KCK,H,1,RIV STG,20190214 2200,20190214 2200,35.59, ,FEET
KCK,H,1,RIV STG,20190214 2300,20190214 2300,35.80, ,FEET
KCK,H,1,RIV STG,20190215 0000,20190215 0000,35.85, ,FEET
KCK,H,1,RIV STG,20190215 0100,20190215 0100,35.98, ,FEET
KCK,H,1,RIV STG,20190215 0200,20190215 0200,35.91, ,FEET
KCK,H,1,RIV STG,20190215 0300,20190215 0300,35.62, ,FEET
KCK,H,1,RIV STG,20190215 0400,20190215 0400,35.33, ,FEET
KCK,H,1,RIV STG,20190215 0500,20190215 0500,35.11, ,FEET
KCK,H,1,RIV STG,20190215 0600,20190215 0600,34.94, ,FEET
KCK,H,1,RIV STG,20190215 0700,20190215 0700,34.80, ,FEET
KCK,H,1,RIV STG,20190215 0800,20190215 0800,34.68, ,FEET
KCK,H,1,RIV STG,20190215 0900,20190215 0900,34.57, ,FEET
KCK,H,1,RIV STG,20190215 1000,20190215 1000,34.47, ,FEET
KCK,H,1,RIV STG,20190215 1100,20190215 1100,34.33, ,FEET
KCK,H,1,RIV STG,20190215 1200,20190215 1200,34.24, ,FEET
KCK,H,1,RIV STG,20190215 1300,20190215 1300,34.10, ,FEET
KCK,H,1,RIV STG,20190215 1400,20190215 1400,34.04, ,FEET
KCK,H,1,RIV STG,20190215 1500,20190215 1500,34.09, ,FEET
KCK,H,1,RIV STG,20190215 1600,20190215 1600,34.14, ,FEET
KCK,H,1,RIV STG,20190215 1700,20190215 1700,34.14, ,FEET
KCK,H,1,RIV STG,20190215 1800,20190215 1800,34.13, ,FEET
KCK,H,1,RIV STG,20190215 1900,20190215 1900,34.10, ,FEET
KCK,H,1,RIV STG,20190215 2000,20190215 2000,34.01, ,FEET
KCK,H,1,RIV STG,20190215 2100,20190215 2100,33.90, ,FEET
KCK,H,1,RIV STG,20190215 2200,20190215 2200,33.82, ,FEET
KCK,H,1,RIV STG,20190215 2300,20190215 2300,33.69, ,FEET
KCK,H,1,RIV STG,20190216 0000,20190216 0000,33.66, ,FEET
KCK,H,1,RIV STG,20190216 0100,20190216 0100,33.65, ,FEET
KCK,H,1,RIV STG,20190216 0200,20190216 0200,33.66, ,FEET
KCK,H,1,RIV STG,20190216 0300,20190216 0300,33.64, ,FEET
KCK,H,1,RIV STG,20190216 0400,20190216 0400,33.57, ,FEET
KCK,H,1,RIV STG,20190216 0500,20190216 0500,33.53, ,FEET
KCK,H,1,RIV STG,20190216 0600,20190216 0600,33.46, ,FEET
KCK,H,1,RIV STG,20190216 0700,20190216 0700,33.36, ,FEET
KCK,H,1,RIV STG,20190216 0800,20190216 0800,33.28, ,FEET
KCK,H,1,RIV STG,20190216 0900,20190216 0900,33.20, ,FEET
KCK,H,1,RIV STG,20190216 1000,20190216 1000,33.16, ,FEET
KCK,H,1,RIV STG,20190216 1100,20190216 1100,33.11, ,FEET
KCK,H,1,RIV STG,20190216 1200,20190216 1200,33.06, ,FEET
KCK,H,1,RIV STG,20190216 1300,20190216 1300,33.04, ,FEET
KCK,H,1,RIV STG,20190216 1400,20190216 1400,33.04, ,FEET
KCK,H,1,RIV STG,20190216 1500,20190216 1500,33.13, ,FEET
KCK,H,1,RIV STG,20190216 1600,20190216 1600,33.13, ,FEET
KCK,H,1,RIV STG,20190216 1700,20190216 1700,33.16, ,FEET
KCK,H,1,RIV STG,20190216 1800,20190216 1800,33.14, ,FEET
KCK,H,1,RIV STG,20190216 1900,20190216 1900,33.07, ,FEET
KCK,H,1,RIV STG,20190216 2000,20190216 2000,33.02, ,FEET
KCK,H,1,RIV STG,20190216 2100,20190216 2100,32.93, ,FEET
KCK,H,1,RIV STG,20190216 2200,20190216 2200,32.86, ,FEET
KCK,H,1,RIV STG,20190216 2300,20190216 2300,32.78, ,FEET
KCK,H,1,RIV STG,20190217 0000,20190217 0000,32.71, ,FEET
KCK,H,1,RIV STG,20190217 0100,20190217 0100,32.63, ,FEET
KCK,H,1,RIV STG,20190217 0200,20190217 0200,32.59, ,FEET
KCK,H,1,RIV STG,20190217 0300,20190217 0300,32.52, ,FEET
KCK,H,1,RIV STG,20190217 0400,20190217 0400,32.48, ,FEET
KCK,H,1,RIV STG,20190217 0500,20190217 0500,32.44, ,FEET
KCK,H,1,RIV STG,20190217 0600,20190217 0600,32.39, ,FEET
KCK,H,1,RIV STG,20190217 0700,20190217 0700,32.36, ,FEET
KCK,H,1,RIV STG,20190217 0800,20190217 0800,32.30, ,FEET
KCK,H,1,RIV STG,20190217 0900,20190217 0900,32.27, ,FEET
KCK,H,1,RIV STG,20190217 1000,20190217 1000,32.25, ,FEET
KCK,H,1,RIV STG,20190217 1100,20190217 1100,32.20, ,FEET
KCK,H,1,RIV STG,20190217 1200,20190217 1200,32.17, ,FEET
KCK,H,1,RIV STG,20190217 1300,20190217 1300,32.13, ,FEET
KCK,H,1,RIV STG,20190217 1400,20190217 1400,32.09, ,FEET
KCK,H,1,RIV STG,20190217 1500,20190217 1500,32.06, ,FEET
KCK,H,1,RIV STG,20190217 1600,20190217 1600,32.02, ,FEET
KCK,H,1,RIV STG,20190217 1700,20190217 1700,31.99, ,FEET
KCK,H,1,RIV STG,20190217 1800,20190217 1800,31.97, ,FEET
KCK,H,1,RIV STG,20190217 1900,20190217 1900,31.93, ,FEET
KCK,H,1,RIV STG,20190217 2000,20190217 2000,31.92, ,FEET
KCK,H,1,RIV STG,20190217 2100,20190217 2100,31.89, ,FEET
KCK,H,1,RIV STG,20190217 2200,20190217 2200,31.87, ,FEET
KCK,H,1,RIV STG,20190217 2300,20190217 2300,31.84, ,FEET
KCK,H,1,RIV STG,20190218 0000,20190218 0000,31.81, ,FEET
KCK,H,1,RIV STG,20190218 0100,20190218 0100,31.79, ,FEET
KCK,H,1,RIV STG,20190218 0200,20190218 0200,31.74, ,FEET
KCK,H,1,RIV STG,20190218 0300,20190218 0300,31.71, ,FEET
KCK,H,1,RIV STG,20190218 0400,20190218 0400,31.68, ,FEET
KCK,H,1,RIV STG,20190218 0500,20190218 0500,31.67, ,FEET
KCK,H,1,RIV STG,20190218 0600,20190218 0600,31.62, ,FEET
KCK,H,1,RIV STG,20190218 0700,20190218 0700,31.60, ,FEET
KCK,H,1,RIV STG,20190218 0800,20190218 0800,31.58, ,FEET
KCK,H,1,RIV STG,20190218 0900,20190218 0900,31.55, ,FEET
KCK,H,1,RIV STG,20190218 1000,20190218 1000,31.53, ,FEET
KCK,H,1,RIV STG,20190218 1100,20190218 1100,31.50, ,FEET
KCK,H,1,RIV STG,20190218 1200,20190218 1200,31.48, ,FEET
KCK,H,1,RIV STG,20190218 1300,20190218 1300,31.46, ,FEET
KCK,H,1,RIV STG,20190218 1400,20190218 1400,31.44, ,FEET
KCK,H,1,RIV STG,20190218 1500,20190218 1500,31.43, ,FEET
KCK,H,1,RIV STG,20190218 1600,20190218 1600,31.41, ,FEET
KCK,H,1,RIV STG,20190218 1700,20190218 1700,31.39, ,FEET
KCK,H,1,RIV STG,20190218 1800,20190218 1800,31.37, ,FEET
KCK,H,1,RIV STG,20190218 1900,20190218 1900,31.37, ,FEET
KCK,H,1,RIV STG,20190218 2000,20190218 2000,31.35, ,FEET
KCK,H,1,RIV STG,20190218 2100,20190218 2100,31.33, ,FEET
KCK,H,1,RIV STG,20190218 2200,20190218 2200,31.31, ,FEET
KCK,H,1,RIV STG,20190218 2300,20190218 2300,31.29, ,FEET
KCK,H,1,RIV STG,20190219 0000,20190219 0000,31.28, ,FEET
KCK,H,1,RIV STG,20190219 0100,20190219 0100,31.26, ,FEET
KCK,H,1,RIV STG,20190219 0200,20190219 0200,31.25, ,FEET
KCK,H,1,RIV STG,20190219 0300,20190219 0300,31.23, ,FEET
KCK,H,1,RIV STG,20190219 0400,20190219 0400,31.21, ,FEET
KCK,H,1,RIV STG,20190219 0500,20190219 0500,31.20, ,FEET
KCK,H,1,RIV STG,20190219 0600,20190219 0600,31.19, ,FEET
KCK,H,1,RIV STG,20190219 0700,20190219 0700,31.18, ,FEET
KCK,H,1,RIV STG,20190219 0800,20190219 0800,31.16, ,FEET
KCK,H,1,RIV STG,20190219 0900,20190219 0900,31.14, ,FEET
KCK,H,1,RIV STG,20190219 1000,20190219 1000,31.13, ,FEET
KCK,H,1,RIV STG,20190219 1100,20190219 1100,31.11, ,FEET
KCK,H,1,RIV STG,20190219 1200,20190219 1200,31.10, ,FEET
KCK,H,1,RIV STG,20190219 1300,20190219 1300,31.09, ,FEET
KCK,H,1,RIV STG,20190219 1400,20190219 1400,31.08, ,FEET
KCK,H,1,RIV STG,20190219 1500,20190219 1500,31.06, ,FEET
KCK,H,1,RIV STG,20190219 1600,20190219 1600,31.05, ,FEET
KCK,H,1,RIV STG,20190219 1700,20190219 1700,31.04, ,FEET
KCK,H,1,RIV STG,20190219 1800,20190219 1800,31.04, ,FEET
KCK,H,1,RIV STG,20190219 1900,20190219 1900,31.03, ,FEET
KCK,H,1,RIV STG,20190219 2000,20190219 2000,31.01, ,FEET
KCK,H,1,RIV STG,20190219 2100,20190219 2100,30.99, ,FEET
KCK,H,1,RIV STG,20190219 2200,20190219 2200,30.99, ,FEET
KCK,H,1,RIV STG,20190219 2300,20190219 2300,30.98, ,FEET
KCK,H,1,RIV STG,20190220 0000,20190220 0000,30.96, ,FEET
KCK,H,1,RIV STG,20190220 0100,20190220 0100,30.95, ,FEET
KCK,H,1,RIV STG,20190220 0200,20190220 0200,30.94, ,FEET
KCK,H,1,RIV STG,20190220 0300,20190220 0300,30.93, ,FEET
KCK,H,1,RIV STG,20190220 0400,20190220 0400,30.92, ,FEET
KCK,H,1,RIV STG,20190220 0500,20190220 0500,30.92, ,FEET
KCK,H,1,RIV STG,20190220 0600,20190220 0600,30.91, ,FEET
KCK,H,1,RIV STG,20190220 0700,20190220 0700,30.89, ,FEET
KCK,H,1,RIV STG,20190220 0800,20190220 0800,30.89, ,FEET
KCK,H,1,RIV STG,20190220 0900,20190220 0900,30.88, ,FEET
KCK,H,1,RIV STG,20190220 1000,20190220 1000,30.87, ,FEET
KCK,H,1,RIV STG,20190220 1100,20190220 1100,30.85, ,FEET
KCK,H,1,RIV STG,20190220 1200,20190220 1200,30.85, ,FEET
KCK,H,1,RIV STG,20190220 1300,20190220 1300,30.84, ,FEET
KCK,H,1,RIV STG,20190220 1400,20190220 1400,30.83, ,FEET
KCK,H,1,RIV STG,20190220 1500,20190220 1500,30.82, ,FEET
KCK,H,1,RIV STG,20190220 1600,20190220 1600,30.82, ,FEET
KCK,H,1,RIV STG,20190220 1700,20190220 1700,30.81, ,FEET
KCK,H,1,RIV STG,20190220 1800,20190220 1800,30.79, ,FEET
KCK,H,1,RIV STG,20190220 1900,20190220 1900,30.79, ,FEET
KCK,H,1,RIV STG,20190220 2000,20190220 2000,30.77, ,FEET
KCK,H,1,RIV STG,20190220 2100,20190220 2100,30.77, ,FEET
KCK,H,1,RIV STG,20190220 2200,20190220 2200,30.76, ,FEET
KCK,H,1,RIV STG,20190220 2300,20190220 2300,30.76, ,FEET
KCK,H,1,RIV STG,20190221 0000,20190221 0000,30.75, ,FEET
KCK,H,1,RIV STG,20190221 0100,20190221 0100,30.74, ,FEET
KCK,H,1,RIV STG,20190221 0200,20190221 0200,30.72, ,FEET
KCK,H,1,RIV STG,20190221 0300,20190221 0300,30.72, ,FEET
KCK,H,1,RIV STG,20190221 0400,20190221 0400,30.71, ,FEET
KCK,H,1,RIV STG,20190221 0500,20190221 0500,30.70, ,FEET
KCK,H,1,RIV STG,20190221 0600,20190221 0600,30.69, ,FEET
KCK,H,1,RIV STG,20190221 0700,20190221 0700,30.68, ,FEET
KCK,H,1,RIV STG,20190221 0800,20190221 0800,30.68, ,FEET
KCK,H,1,RIV STG,20190221 0900,20190221 0900,30.68, ,FEET
KCK,H,1,RIV STG,20190221 1000,20190221 1000,30.66, ,FEET
KCK,H,1,RIV STG,20190221 1100,20190221 1100,30.65, ,FEET
KCK,H,1,RIV STG,20190221 1200,20190221 1200,30.63, ,FEET
KCK,H,1,RIV STG,20190221 1300,20190221 1300,30.62, ,FEET
KCK,H,1,RIV STG,20190221 1400,20190221 1400,30.62, ,FEET
KCK,H,1,RIV STG,20190221 1500,20190221 1500,30.61, ,FEET
KCK,H,1,RIV STG,20190221 1600,20190221 1600,30.59, ,FEET
